Mon Aug 20 17:27:59 2018    profile.stats

         328200 function calls (322435 primitive calls) in 0.546 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\interface.py:520(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\interface.py:546(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\interface.py:570(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\interface.py:602(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\interface.py:618(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\interface.py:633(IdentityOperator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\interface.py:41(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\isolve\utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_threadsafety.py:11(ReentrancyError)
        7    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_threadsafety.py:27(__init__)
        6    0.000    0.000    0.001    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_threadsafety.py:43(decorate)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_threadsafety.py:15(ReentrancyLock)
        6    0.000    0.000    0.001    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_threadsafety.py:54(decorator)
        6    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_threadsafety.py:50(non_reentrant)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\_lib\_threadsafety.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-6>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-8>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\isolve\minres.py:1(<module>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\sparse\linalg\isolve\lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\isolve\_gcrotmk.py:4(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\isolve\lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\dsolve\__init__.py:64(<listcomp>)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\sparse\linalg\dsolve\__init__.py:52(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\isolve\lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\dsolve\linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\sparse\linalg\dsolve\linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\dsolve\_add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\__init__.py:14(<listcomp>)
        1    0.000    0.000    0.005    0.005 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\__init__.py:8(<module>)
        1    0.000    0.000    0.003    0.003 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\arpack\__init__.py:19(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\arpack\arpack.py:274(ArpackError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\arpack\arpack.py:283(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\arpack\arpack.py:309(_ArpackParams)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\arpack\arpack.py:379(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\arpack\arpack.py:597(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\arpack\arpack.py:901(SpLuInv)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\arpack\arpack.py:924(LuInv)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\arpack\arpack.py:948(IterInv)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\arpack\arpack.py:979(IterOpInv)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\arpack\arpack.py:7(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\lobpcg\__init__.py:14(<listcomp>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\lobpcg\__init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\eigen\lobpcg\lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\matfuncs.py:187(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\matfuncs.py:223(ProductOperator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\matfuncs.py:353(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\matfuncs.py:3(<module>)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\_onenormest.py:122(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\_onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\_norm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\_expm_multiply.py:305(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\sparse\linalg\_expm_multiply.py:2(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_dogleg.py:40(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion.py:14(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion.py:1(<module>)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_krylov.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_ncg.py:44(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\optimize\_trlib\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_exact.py:188(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.007    0.007 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\minimize_trustregion_constr.py:25(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\minimize_trustregion_constr.py:38(LagrangianHessian)
        1    0.000    0.000    0.006    0.006 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\minimize_trustregion_constr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_differentiable_functions.py:13(ScalarFunction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_differentiable_functions.py:197(VectorFunction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_differentiable_functions.py:458(LinearVectorFunction)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_differentiable_functions.py:507(IdentityVectorFunction)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\optimize\_differentiable_functions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\optimize\_numdiff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_hessian_update_strategy.py:12(HessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_hessian_update_strategy.py:112(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_hessian_update_strategy.py:104(FullHessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_hessian_update_strategy.py:275(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_hessian_update_strategy.py:240(BFGS)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_hessian_update_strategy.py:378(SR1)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_hessian_update_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_constraints.py:9(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_constraints.py:101(LinearConstraint)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_constraints.py:139(Bounds)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_constraints.py:170(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_constraints.py:1(<module>)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\equality_constrained_sqp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\projections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\qp_subproblem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\tr_interior_point.py:24(BarrierSubproblem)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\tr_interior_point.py:13(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\report.py:4(ReportBase)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\report.py:29(BasicReport)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\report.py:37(SQPReport)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\report.py:45(IPReport)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_trustregion_constr\report.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\lbfgsb.py:375(LbfgsInvHessProduct)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\optimize\lbfgsb.py:9(<module>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\optimize\tnc.py:33(<module>)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\optimize\cobyla.py:11(<module>)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\optimize\slsqp.py:14(<module>)
        1    0.000    0.000    0.010    0.010 E:\python\python36\lib\site-packages\scipy\optimize\_root.py:7(<module>)
        1    0.000    0.000    0.006    0.006 E:\python\python36\lib\site-packages\scipy\optimize\minpack.py:1(<module>)
        1    0.000    0.000    0.004    0.004 E:\python\python36\lib\site-packages\scipy\optimize\_lsq\__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\optimize\_lsq\least_squares.py:1(<module>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\optimize\_lsq\trf.py:95(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_lsq\common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_lsq\dogbox.py:42(<module>)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\optimize\_lsq\lsq_linear.py:1(<module>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\optimize\_lsq\trf_linear.py:2(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_lsq\bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:134(NoConvergence)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_spectral.py:13(_NoConvergence)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_spectral.py:3(<module>)
        8    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:219(_set_doc)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:416(TerminationCondition)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:483(Jacobian)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:551(InverseJacobian)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:666(GenericBroyden)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:692(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:912(BroydenFirst)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:1005(BroydenSecond)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:1049(Anderson)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:1185(DiagBroyden)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:1232(LinearMixing)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:1272(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:1330(KrylovJacobian)
        7    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:1510(<listcomp>)
        7    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:1513(<listcomp>)
        7    0.000    0.000    0.001    0.000 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:1499(_nonlin_wrapper)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\optimize\nonlin.py:106(<module>)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\zeros.py:20(RootResults)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\optimize\zeros.py:1(<module>)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\optimize\nnls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_basinhopping.py:16(Storage)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_basinhopping.py:38(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_basinhopping.py:184(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_basinhopping.py:251(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_basinhopping.py:274(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_basinhopping.py:290(Metropolis)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_basinhopping.py:3(<module>)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\optimize\_linprog.py:16(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_linprog_ip.py:3(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_remove_redundancy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_hungarian.py:121(_Hungary)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_hungarian.py:10(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_differentialevolution.py:226(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\optimize\_differentialevolution.py:4(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\odepack.py:10(ODEintWarning)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\__init__.py:97(<listcomp>)
        1    0.000    0.000    0.017    0.017 E:\python\python36\lib\site-packages\scipy\integrate\__init__.py:86(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\quadrature.py:18(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\quadrature.py:1(<module>)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\integrate\odepack.py:2(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\quadpack.py:19(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\quadpack.py:808(_RangeFunc)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\quadpack.py:821(_OptFunc)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\quadpack.py:830(_NQuad)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\scipy\integrate\quadpack.py:3(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ode.py:102(ode)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ode.py:590(complex_ode)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ode.py:757(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ode.py:772(IntegratorBase)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ode.py:834(vode)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ode.py:1035(zvode)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ode.py:1107(dopri5)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ode.py:1194(dop853)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ode.py:1237(lsoda)
        1    0.000    0.000    0.005    0.005 E:\python\python36\lib\site-packages\scipy\integrate\_ode.py:39(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_bvp.py:519(BVPResult)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_bvp.py:1(<module>)
        1    0.000    0.000    0.004    0.004 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\ivp.py:24(OdeResult)
        1    0.000    0.000    0.004    0.004 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\ivp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\bdf.py:72(BDF)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\bdf.py:437(BdfDenseOutput)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\bdf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\common.py:113(OdeSolution)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\base.py:26(OdeSolver)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\base.py:218(DenseOutput)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\base.py:259(ConstantDenseOutput)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\radau.py:180(Radau)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\radau.py:533(RadauDenseOutput)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\radau.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\rk.py:81(RungeKutta)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\rk.py:169(RK23)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\rk.py:255(RK45)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\rk.py:357(RkDenseOutput)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\rk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\lsoda.py:7(LSODA)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\lsoda.py:177(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\integrate\_ivp\lsoda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:37(ksone_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:53(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:113(norm_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:205(alpha_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:250(anglit_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:290(arcsine_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:334(FitDataError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:347(FitSolverError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:379(beta_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:545(betaprime_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:611(bradford_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:666(burr_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:721(burr12_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:796(fisk_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:848(cauchy_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:897(chi_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:959(chi2_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:1012(cosine_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:1050(dgamma_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:1107(dweibull_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:1166(expon_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:1272(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\scipy\stats\_continuous_distns.py:1349(exponweib_gen)
